player_id_cat,deposit_approved_sum,withdrawal_approved_sum,turnover_cash_sum,winning_cash_sum,result_cash_sum,NGR_sum,bonus_cash_sum,session_sum,gender_female,gender_male,no_churn
5175,0,0,0,0,0,0,23,2045,0,1,0
5176,902,0,2332,1429,-903,903,0,7263,0,1,0
5177,452,0,2563,2112,-451,451,0,6024,1,0,1
5178,292,0,3812,3521,-291,292,0,23540,0,1,1
5182,207,0,744,537,-207,207,0,4997,0,1,1
5183,300,0,678,378,-300,300,0,4812,1,0,0
5184,30,0,36,41,5,-5,0,4316,0,1,1
5185,29,0,51,21,-30,29,0,1136,0,1,0
5189,60,0,119,59,-60,60,0,2632,0,1,1
5191,30,0,49,15,-34,34,0,2046,0,1,1
5193,121,0,275,154,-121,121,0,2112,0,1,1
5198,177,0,245,56,-189,176,0,4622,0,1,1
5199,75,0,137,66,-71,64,0,660,0,1,1
5201,90,181,218,309,91,-92,0,6672,0,1,1
5202,60,0,782,722,-60,60,0,6115,1,0,1
5204,30,0,36,9,-27,27,0,535,1,0,1
5205,0,0,0,0,0,0,0,1831,0,1,1
5206,117,0,315,198,-117,107,0,3171,1,0,1
5207,30,0,94,64,-30,30,0,2352,0,1,1
5208,60,0,110,49,-61,60,0,3608,0,1,1
5209,58,0,90,32,-58,58,0,2922,0,1,0
5210,59,0,179,120,-59,59,0,2885,0,1,0
5211,635,295,3836,3496,-340,340,0,21592,1,0,1
5215,300,0,1382,707,-675,599,0,13720,0,1,1
5217,119,0,351,232,-119,119,0,3421,1,0,1
5218,0,0,0,0,0,0,6,1919,0,1,1
5222,59,0,78,20,-58,53,33,3153,1,0,1
5223,0,0,29,8,-21,21,0,2192,0,1,1
5224,90,0,152,63,-89,89,17,1427,1,0,1
5225,59,88,204,234,30,-29,0,5034,1,0,1
5226,0,0,6,0,-6,6,0,5991,0,1,1
5227,30,0,31,1,-30,30,0,2063,0,1,1
5229,59,59,266,263,-3,0,0,3321,0,1,1
5230,30,0,125,96,-29,30,0,1828,0,1,1
5231,0,0,0,0,0,0,0,1916,0,1,1
5235,263,0,3893,3696,-197,197,0,27134,1,0,1
5237,45,0,56,11,-45,45,0,2308,0,1,0
5238,3222,0,3466,299,-3167,3167,0,9020,1,0,1
5239,90,0,334,218,-116,116,0,3526,1,0,1
5240,301,3807,5394,8902,3508,-3508,0,15518,0,1,1
5241,0,0,0,0,0,0,43,1381,1,0,1
5242,327,149,734,556,-178,174,0,7390,0,1,1
5243,29,0,49,16,-33,29,0,1223,0,1,1
5245,0,0,0,0,0,0,0,50,1,0,1
5246,150,0,385,234,-151,151,0,3086,1,0,1
5248,30,0,32,2,-30,30,0,2244,0,1,1
5250,0,0,0,0,0,0,0,1884,1,0,1
5251,0,0,0,0,0,0,0,2039,1,0,0
5252,150,0,251,101,-150,151,45,3109,0,1,1
5254,60,0,86,26,-60,60,0,2783,0,1,1
5255,59,0,322,263,-59,59,0,3208,1,0,1
5256,30,0,89,59,-30,30,0,2713,0,1,1
5257,471,0,730,259,-471,471,0,2569,0,1,1
5258,0,0,356,292,-64,64,0,5865,0,1,1
5259,60,0,150,90,-60,60,0,3364,0,1,1
5261,0,0,0,0,0,0,0,1841,0,1,0
5263,244,0,827,582,-245,244,0,2742,0,1,0
5264,292,0,0,0,0,0,0,4071,1,0,1
5266,0,0,0,0,0,0,0,178,0,1,1
5268,1697,0,7044,5335,-1709,1697,0,11492,1,0,1
5269,306,0,344,38,-306,242,34,788,0,1,1
5273,1203,1597,956,1350,394,-394,0,5397,0,1,1
5274,30,0,194,164,-30,30,0,2785,0,1,1
5275,7961,0,60115,52160,-7955,7955,0,6696,0,1,1
5276,0,0,418,337,-81,81,0,3410,0,1,1
5277,74,220,78,226,148,-147,0,2657,0,1,0
5278,88,0,242,196,-46,42,0,3490,0,1,0
5280,148,0,165,17,-148,148,46,4269,0,1,1
5283,58,0,591,533,-58,55,0,3849,1,0,1
5284,0,0,3,1,-2,2,6,2100,0,1,0
5287,45,0,58,13,-45,44,9,2059,1,0,0
5289,45,0,62,17,-45,45,0,2136,0,1,1
5292,30,0,110,80,-30,30,0,418,1,0,0
5293,90,0,281,191,-90,90,0,5410,0,1,0
5294,59,0,83,24,-59,59,0,2231,1,0,1
5295,30,0,75,45,-30,30,0,458,0,1,0
5296,90,0,138,47,-91,90,7,562,0,1,1
5297,0,0,0,0,0,0,0,1868,1,0,0
5300,59,59,439,439,0,0,0,1535,0,1,0
5302,0,0,0,0,0,0,0,8239,0,1,1
5304,60,0,83,23,-60,60,0,3208,1,0,1
5305,291,155,1216,1081,-135,136,28,2623,0,1,1
5308,96,0,148,52,-96,96,33,3103,0,1,0
5314,59,59,0,0,0,0,0,1019,0,1,0
5318,60,0,66,6,-60,60,0,1970,0,1,1
5321,31,0,77,46,-31,31,0,3441,0,1,1
5322,271,0,367,96,-271,271,0,2510,0,1,1
5324,59,0,110,50,-60,60,0,3272,1,0,0
5326,290,0,1101,811,-290,193,0,2019,0,1,1
5327,30,0,30,0,-30,30,0,916,1,0,1
5328,54,0,744,690,-54,54,0,9822,0,1,1
5329,0,0,0,0,0,0,0,1842,1,0,1
5330,29,0,189,119,-70,70,0,5454,1,0,1
5335,155,0,782,629,-153,154,0,7829,0,1,1
5337,89,0,188,98,-90,89,0,2478,1,0,1
5338,265,0,779,514,-265,265,0,4996,0,1,1
5339,0,0,0,0,0,0,11,1962,0,1,0
5340,441,0,830,388,-442,441,21,5781,0,1,1
5342,0,0,0,0,0,0,0,1822,1,0,0
5343,59,0,59,3,-56,56,0,2048,0,1,1
5344,29,0,100,16,-84,73,0,5457,1,0,0
5345,59,0,671,524,-147,111,0,29020,0,1,1
5346,736,2061,11539,12449,910,-909,15,19408,0,1,1
5347,870,0,1713,843,-870,802,0,4128,0,1,1
5348,60,119,356,415,59,-59,1,794,1,0,1
5349,90,0,264,170,-94,90,0,836,1,0,1
5351,59,0,75,15,-60,55,0,326,0,1,0
5352,3617,0,8549,4935,-3614,3448,0,3628,0,1,1
5353,90,0,111,21,-90,90,0,2103,0,1,1
5355,0,0,0,0,0,0,0,1918,1,0,0
5356,0,0,0,0,0,0,0,3848,0,1,1
5357,435,0,2132,1697,-435,435,0,1971,1,0,1
5358,0,0,0,0,0,0,0,323,1,0,1
5360,29,0,96,37,-59,59,0,2353,0,1,0
5361,147,0,337,184,-153,146,0,4862,0,1,1
5363,90,0,226,135,-91,90,36,2233,0,1,1
5364,149,0,639,489,-150,150,0,1270,0,1,1
5365,30,0,54,23,-31,26,0,3191,1,0,1
5368,30,0,36,6,-30,30,14,2169,0,1,1
5369,44,0,95,51,-44,44,0,2479,0,1,1
5370,4755,0,13245,8490,-4755,4755,0,15700,0,1,1
5371,2250,2460,3944,4154,210,-210,0,25321,0,1,1
5374,57,0,131,74,-57,57,0,2375,0,1,1
5377,116,0,170,54,-116,116,0,2929,0,1,1
5380,2770,9623,8426,15280,6854,-6865,0,13308,0,1,1
5381,117,555,660,1097,437,-438,0,1013,0,1,1
5382,60,0,331,270,-61,61,46,3225,0,1,1
5386,29,0,46,14,-32,29,0,3502,1,0,1
5389,30,0,78,49,-29,30,0,2818,0,1,1
5392,0,0,52,18,-34,34,0,2099,1,0,1
5395,59,0,331,272,-59,59,0,4942,0,1,1
5396,29,0,0,0,0,0,0,851,0,1,0
5397,0,0,0,0,0,0,0,1929,0,1,1
5398,90,0,158,65,-93,92,0,2399,0,1,1
5399,778,898,2885,3002,117,-116,0,5678,1,0,0
5400,60,151,1703,1793,90,-90,41,4952,1,0,1
5403,90,0,201,110,-91,76,33,2880,0,1,1
5404,448,0,809,361,-448,448,0,2635,0,1,1
5406,60,241,342,493,151,-183,5,4925,1,0,1
5407,114,0,202,88,-114,114,44,1975,1,0,1
5409,75,270,290,485,195,-202,0,6317,0,1,1
5411,1837,367,19250,17441,-1809,1809,0,26149,0,1,1
5412,87,89,140,141,1,-1,0,4143,1,0,1
5413,150,0,1108,958,-150,150,28,2896,0,1,0
5415,119,0,312,192,-120,119,0,3380,1,0,1
5416,59,0,91,32,-59,59,0,2093,1,0,0
5417,0,0,0,0,0,0,8,2102,0,1,1
5419,135,0,1028,893,-135,135,0,9930,1,0,1
5420,1469,4554,7342,10427,3085,-3085,31,16320,1,0,1
5421,90,0,131,42,-89,77,0,1922,0,1,1
5422,145,0,1095,950,-145,124,0,4451,0,1,0
5427,0,0,0,0,0,0,0,15633,1,0,1
5429,0,0,0,0,0,0,0,2050,0,1,1
5430,74,0,0,0,0,0,0,978,0,1,1
5431,0,0,0,0,0,0,0,1830,0,1,1
5434,0,0,0,0,0,0,0,2894,0,1,0
5435,116,0,397,863,466,-466,0,1281,1,0,0
5436,57,0,80,23,-57,58,0,2459,1,0,1
5438,149,0,1362,1213,-149,149,36,5476,1,0,1
5439,0,0,163,75,-88,88,0,3240,0,1,0
5440,148,0,361,213,-148,139,0,2918,0,1,1
5441,60,0,348,162,-186,186,0,3477,1,0,1
5442,587,1023,414,850,436,-436,0,3242,0,1,1
5443,30,0,38,8,-30,26,24,2642,0,1,1
5444,120,0,441,407,-34,34,23,2146,1,0,1
5445,60,0,245,186,-59,60,0,4441,1,0,1
5446,29,0,67,28,-39,29,0,2757,1,0,1
5447,120,0,147,27,-120,120,0,2683,0,1,1
5449,470,0,2413,1944,-469,469,21,18403,0,1,1
5450,301,242,133,74,-59,60,0,982,0,1,0
5453,453,394,827,769,-58,58,0,12046,0,1,1
5454,177,0,486,309,-177,177,0,4644,0,1,1
5455,90,0,170,94,-76,75,0,3097,0,1,1
5456,88,141,265,318,53,-53,0,1043,0,1,1
5458,178,0,649,471,-178,178,43,14822,0,1,1
5459,29,0,29,0,-29,29,0,2117,1,0,1
5460,0,0,0,0,0,0,21,122,0,1,1
5461,0,0,0,0,0,0,0,941,0,1,1
5463,30,0,61,32,-29,23,0,2185,1,0,1
5465,58,0,182,123,-59,48,42,4490,1,0,1
5466,149,0,2519,2370,-149,149,0,4772,0,1,1
5468,120,0,807,771,-36,37,0,7605,0,1,1
5469,59,150,500,591,91,-90,0,1917,1,0,1
5470,60,0,398,337,-61,61,0,5246,0,1,0
5471,59,0,368,309,-59,59,0,6511,1,0,1
5472,0,0,0,0,0,0,0,21,0,1,1
5473,130,0,272,141,-131,130,0,4638,0,1,1
5474,148,0,838,690,-148,146,0,12046,0,1,0
5475,30,0,34,5,-29,29,0,2098,1,0,1
5476,0,0,1,1,0,0,50,2001,0,1,1
5479,0,0,1782,1627,-155,155,32,2541,0,1,1
5480,30,0,84,55,-29,28,0,2481,1,0,1
5481,241,0,1135,894,-241,198,0,2646,1,0,1
5482,597,450,2997,2850,-147,147,34,13469,0,1,1
5483,180,151,630,601,-29,29,0,4618,0,1,1
5486,150,0,227,80,-147,147,0,2361,0,1,0
5487,0,0,816,490,-326,326,0,3121,1,0,1
5488,240,0,652,412,-240,239,17,6278,1,0,0
5489,59,0,151,93,-58,58,0,2855,1,0,1
5493,0,0,244,199,-45,45,0,6706,1,0,1
5494,44,0,62,18,-44,44,0,2576,1,0,1
5496,841,670,4451,4281,-170,170,0,4445,0,1,1
5499,301,0,729,429,-300,301,0,2736,0,1,1
5501,151,0,183,33,-150,151,6,2215,1,0,1
5502,0,0,209,119,-90,90,0,8624,0,1,1
5503,88,0,108,19,-89,89,0,204,0,1,1
5504,0,0,240,167,-73,73,0,5665,1,0,1
5505,0,0,0,0,0,0,0,6,1,0,1
5506,30,0,65,35,-30,29,0,4926,0,1,1
5507,89,0,135,46,-89,89,43,2553,0,1,1
5510,352,0,511,160,-351,352,0,775,1,0,1
5511,29,0,36,7,-29,29,0,2633,0,1,0
5513,57,0,83,26,-57,57,0,430,1,0,0
5514,0,0,0,0,0,0,30,645,0,1,1
5515,29,0,31,2,-29,30,0,2293,1,0,0
5517,147,0,238,91,-147,147,0,2386,1,0,1
5518,89,0,246,155,-91,87,0,1594,1,0,1
5522,0,0,108,78,-30,-1,0,3484,0,1,0
5523,293,0,406,113,-293,293,10,3560,1,0,0
5524,30,0,33,3,-30,30,0,2038,0,1,1
5527,175,0,292,118,-174,162,26,8663,1,0,1
5528,240,0,1175,935,-240,241,49,3825,0,1,1
5530,149,269,514,634,120,-119,0,3455,0,1,0
5531,0,0,275,271,-4,0,0,13109,1,0,1
5532,149,149,0,0,0,0,39,2153,0,1,0
5533,0,0,0,0,0,0,0,1851,1,0,0
5535,45,0,71,26,-45,41,0,2202,0,1,0
5536,451,0,2098,1646,-452,451,0,2936,1,0,1
5538,0,0,0,0,0,0,0,2010,0,1,1
5540,0,0,0,0,0,0,0,1898,0,1,1
5541,59,0,61,2,-59,59,0,2564,1,0,1
5542,77,0,115,38,-77,77,0,1738,1,0,1
5543,150,0,351,201,-150,150,0,2337,0,1,1
5544,53,0,298,245,-53,53,0,3054,0,1,1
5546,206,0,503,298,-205,204,0,1646,0,1,1
5551,0,0,476,391,-85,138,0,17485,0,1,1
5552,872,146,1323,597,-726,726,0,4332,0,1,1
5554,0,1196,0,0,0,0,0,0,1,0,1
5555,30,0,32,3,-29,29,0,289,1,0,1
5557,0,0,0,0,0,0,0,3717,1,0,1
5558,651,990,2606,2869,263,-262,0,24210,0,1,1
5559,29,0,69,39,-30,28,0,2833,0,1,0
5560,0,0,0,0,0,0,0,1883,0,1,0
5561,117,0,427,309,-118,117,0,6545,0,1,1
5563,810,0,1374,565,-809,810,0,7117,0,1,1
5565,353,0,682,329,-353,353,0,3774,0,1,1
5566,0,0,0,0,0,0,0,1848,1,0,1
5567,178,0,199,21,-178,174,0,2671,0,1,1
5570,236,0,1255,1020,-235,236,0,5973,0,1,1
5571,0,0,0,0,0,0,0,2563,1,0,1
5573,29,0,41,14,-27,27,0,2107,1,0,1
5574,1439,3404,5885,6965,1080,-1167,0,18551,1,0,1
5575,29,0,31,0,-31,29,0,2381,0,1,0
5576,89,0,122,33,-89,89,0,2244,0,1,1
5579,0,0,4,0,-4,4,0,1909,0,1,1
5580,0,0,0,0,0,0,0,1836,0,1,1
5581,0,0,37,10,-27,27,0,2182,0,1,1
5582,0,0,0,0,0,0,0,2121,0,1,1
5584,0,0,139,100,-39,27,0,3301,0,1,1
5585,0,0,0,0,0,0,0,1990,0,1,1
5588,180,0,221,45,-176,176,23,2692,1,0,1
5589,117,0,385,278,-107,103,0,5929,0,1,0
5591,0,0,0,0,0,0,0,36,0,1,1
5592,31,0,85,54,-31,31,31,3534,1,0,1
5593,178,741,743,1307,564,-563,0,3915,1,0,1
5594,60,0,286,227,-59,60,0,2543,0,1,1
5597,60,0,85,25,-60,60,0,3145,0,1,1
5600,30,0,61,31,-30,30,0,548,0,1,1
5605,464,0,3127,2664,-463,443,0,5980,0,1,1
5607,149,0,1233,1082,-151,148,0,3843,1,0,1
5608,0,0,0,0,0,0,0,1001,1,0,1
5609,0,0,0,0,0,0,0,1841,1,0,1
5612,29,0,63,34,-29,30,0,2621,0,1,0
5613,0,0,0,0,0,0,0,1948,1,0,1
5618,120,0,288,168,-120,120,0,4218,0,1,1
5619,59,0,87,28,-59,59,0,2312,1,0,1
5620,29,0,75,46,-29,29,0,3847,0,1,1
5626,0,0,0,0,0,0,0,1970,0,1,1
5627,0,0,17,4,-13,13,0,2363,0,1,1
5628,59,77,157,175,18,-18,0,1768,0,1,0
5630,89,0,216,125,-91,89,0,2751,0,1,1
5631,44,0,47,3,-44,44,0,2036,1,0,0
5632,60,0,102,42,-60,60,0,2397,1,0,1
5633,29,0,29,0,-29,29,0,1930,0,1,1
5635,3275,0,16353,13082,-3271,3246,0,9805,0,1,1
5636,60,0,103,43,-60,60,0,2692,1,0,1
5637,0,0,161,115,-46,34,0,3468,1,0,1
5640,89,185,367,463,96,-111,44,7814,1,0,1
5641,181,0,445,264,-181,175,0,3251,1,0,1
5642,30,0,30,0,-30,30,0,285,0,1,1
5644,29,0,186,157,-29,29,19,8295,0,1,1
5646,30,0,127,96,-31,30,0,4969,0,1,1
5647,90,151,124,184,60,-60,0,2999,1,0,1
5651,0,3778,1466,4854,3388,-3388,0,9602,0,1,1
5655,30,0,111,81,-30,30,0,4372,0,1,1
5658,58,0,205,147,-58,58,0,3079,0,1,1
5660,296,0,1112,816,-296,296,0,3184,0,1,1
5663,237,0,457,221,-236,236,38,2245,0,1,1
5664,45,0,81,36,-45,45,4,2118,0,1,0
5665,0,0,2,0,-2,2,0,1977,1,0,0
5666,90,0,185,99,-86,87,0,2041,0,1,0
5670,0,0,0,0,0,0,0,1873,0,1,0
5671,88,0,208,120,-88,88,0,1817,0,1,0
5673,31,81,9,59,50,-50,0,5553,1,0,1
5674,239,0,395,155,-240,239,28,2651,0,1,0
5675,59,0,127,68,-59,55,0,2835,0,1,1
5678,30,0,65,36,-29,26,0,2082,0,1,1
5679,59,0,61,3,-58,58,0,2242,1,0,1
5681,30,0,49,20,-29,30,3,4574,0,1,1
5683,60,0,104,44,-60,60,0,2255,0,1,1
5688,0,0,0,0,0,0,6,1225,0,1,1
5690,59,0,217,158,-59,58,42,4168,0,1,1
5691,89,0,370,282,-88,86,0,10021,1,0,1
5695,73,0,171,98,-73,73,23,2334,1,0,1
5696,58,0,58,0,-58,58,0,2122,0,1,0
5698,150,0,459,311,-148,147,0,2709,0,1,1
5699,0,0,0,0,0,0,0,1864,1,0,1
5700,60,0,289,228,-61,60,0,7387,0,1,1
5702,59,0,95,37,-58,54,0,2117,1,0,1
5703,60,85,120,144,24,-24,36,2300,1,0,1
5704,90,0,129,39,-90,90,0,2382,1,0,0
5705,60,0,79,19,-60,60,50,2414,0,1,1
5713,872,0,2550,1678,-872,872,0,10049,0,1,1
5715,330,0,423,3,-420,420,0,593,0,1,1
5717,38,0,119,81,-38,38,0,3154,0,1,1
5718,126,0,216,90,-126,126,0,2589,1,0,1
5719,30,0,113,82,-31,30,0,4584,1,0,1
5721,30,0,52,22,-30,26,0,2203,1,0,0
5723,59,0,21,6,-15,15,12,2864,1,0,0
5725,60,0,120,61,-59,45,0,3350,0,1,1
5726,178,0,373,196,-177,161,0,3347,1,0,1
5728,30,0,49,19,-30,30,0,4154,1,0,1
5730,44,0,48,3,-45,45,0,2221,0,1,0
5731,240,0,707,467,-240,238,0,18975,1,0,0
5732,211,0,715,506,-209,209,0,5574,0,1,0
5737,59,0,184,125,-59,43,0,2176,0,1,1
5738,45,0,76,32,-44,44,0,2327,1,0,1
5740,44,0,217,173,-44,44,17,2463,1,0,0
5741,145,0,225,80,-145,145,14,756,0,1,1
5742,29,0,79,48,-31,28,0,833,1,0,1
5743,30,0,152,122,-30,30,0,1403,0,1,1
5744,58,0,230,172,-58,58,0,3125,1,0,1
5747,300,0,405,105,-300,301,0,2981,0,1,0
5750,30,0,39,9,-30,30,29,2586,1,0,0
5751,89,0,292,203,-89,89,16,3572,0,1,1
5752,0,0,0,0,0,0,0,1935,1,0,1
5753,1472,0,8070,6429,-1641,1642,7,14348,1,0,1
5755,300,0,1761,1461,-300,300,25,4178,0,1,1
5756,0,0,0,0,0,0,0,45,0,1,1
5757,293,0,618,325,-293,253,0,2929,0,1,0
5758,30,0,224,177,-47,30,0,2732,0,1,1
5763,146,0,517,371,-146,146,0,3189,1,0,1
5764,59,0,76,16,-60,60,0,2281,1,0,1
5765,0,0,0,0,0,0,0,1829,0,1,0
5771,0,0,0,0,0,0,0,1881,0,1,1
5773,0,0,0,0,0,0,0,261,1,0,1
5775,0,0,0,0,0,0,0,1831,0,1,1
5776,0,0,0,0,0,0,0,1861,1,0,0
5777,89,0,147,57,-90,81,0,4073,0,1,1
5779,904,0,2466,1563,-903,903,5,2630,0,1,1
5780,1302,0,3159,1859,-1300,1274,0,8293,0,1,1
5781,58,0,114,56,-58,58,10,993,0,1,1
5782,0,0,0,0,0,0,5,128,1,0,0
5784,0,0,0,0,0,0,0,1915,0,1,0
5785,211,866,608,1206,598,-624,0,3073,1,0,1
5789,166,226,573,634,61,-60,0,3796,0,1,1
5795,60,0,171,111,-60,60,0,2269,0,1,1
5796,1741,0,57190,50072,-7118,7118,0,31588,0,1,1
5797,0,0,0,0,0,0,0,115,1,0,0
5798,30,0,79,50,-29,30,0,1094,0,1,1
5802,30,0,53,23,-30,29,1,2869,1,0,1
5803,60,150,475,565,90,-90,0,5823,0,1,1
5804,90,0,204,114,-90,90,35,2611,0,1,1
5807,437,0,8550,8133,-417,417,2,16340,0,1,1
5810,146,0,3371,3069,-302,145,0,9002,0,1,1
5811,59,0,1548,1490,-58,46,0,5737,1,0,1
5812,30,0,36,4,-32,28,0,374,0,1,1
5814,181,0,1032,851,-181,181,3,2111,0,1,1
5816,0,0,0,0,0,0,0,1834,0,1,0
5821,1050,0,2432,1383,-1049,1049,0,6929,0,1,0
5822,30,0,33,3,-30,30,0,2414,0,1,1
5823,44,0,77,33,-44,44,0,553,0,1,1
5825,30,0,74,44,-30,30,0,2272,1,0,1
5826,89,0,162,73,-89,89,0,2509,0,1,1
5828,0,0,45,32,-13,13,20,3069,1,0,1
5830,0,0,2743,2465,-278,278,24,10700,0,1,1
5831,60,163,400,434,34,-33,3,13864,0,1,1
5832,58,0,93,30,-63,51,0,2598,0,1,1
5833,0,0,120,68,-52,52,0,2172,0,1,1
5834,61,0,182,121,-61,56,0,1731,1,0,1
5838,290,0,1080,789,-291,291,0,5090,0,1,1
5839,176,734,405,963,558,-558,0,1519,1,0,1
5841,0,0,0,0,0,0,0,1821,1,0,1
5843,120,121,376,375,-1,0,42,2510,1,0,0
5846,0,0,1,0,-1,1,0,1889,1,0,1
5847,0,0,0,0,0,0,0,1890,1,0,0
5848,76,0,209,133,-76,76,0,3515,0,1,1
5849,1129,0,8514,7373,-1141,1141,0,16922,0,1,1
5852,0,0,37,8,-29,30,0,2091,0,1,1
5853,0,0,155,61,-94,94,0,1638,0,1,1
5856,145,0,755,606,-149,82,0,3975,0,1,0
5858,0,0,0,0,0,0,50,1998,0,1,1
5859,0,0,0,0,0,0,0,1928,0,1,1
5860,1102,1340,3641,3878,237,-256,0,8260,0,1,1
5861,0,0,0,0,0,0,0,1825,1,0,1
5862,58,0,218,160,-58,58,0,2045,0,1,1
5863,30,0,143,112,-31,20,0,3327,0,1,1
5864,151,0,220,70,-150,151,40,524,0,1,0
5865,30,0,65,33,-32,31,0,1001,1,0,1
5869,0,0,0,0,0,0,0,3761,0,1,1
5871,31,0,43,12,-31,31,0,2358,1,0,1
5876,148,0,2685,2537,-148,148,0,12722,1,0,1
5878,0,0,0,0,0,0,0,91,0,1,0
5880,88,0,100,12,-88,88,0,2018,0,1,1
5883,662,0,1368,701,-667,658,0,5884,0,1,1
5884,488,0,1008,520,-488,489,0,3285,0,1,0
5885,59,0,116,56,-60,59,0,2348,0,1,0
5887,0,0,211,90,-121,120,0,2971,0,1,1
5888,30,0,43,13,-30,28,0,2047,1,0,1
5891,0,0,0,0,0,0,0,1877,0,1,1
5894,120,90,693,663,-30,26,0,2432,0,1,0
5895,74,0,534,454,-80,74,0,11947,1,0,1
5903,61,0,79,18,-61,61,0,4645,0,1,1
5904,0,0,0,0,0,0,0,1881,1,0,1
5905,44,0,64,20,-44,44,0,676,0,1,1
5906,1955,2862,8457,9364,907,-909,0,19107,0,1,1
5908,60,0,72,12,-60,60,0,2331,0,1,1
5909,0,0,4,1,-3,3,0,1940,0,1,0
5912,75,60,27,12,-15,15,0,2282,0,1,0
5913,1464,0,7716,6246,-1470,1375,34,16326,0,1,0
5916,90,0,365,273,-92,71,0,6842,0,1,1
5917,30,0,36,5,-31,30,0,2572,0,1,1
5918,0,0,0,0,0,0,0,1888,1,0,0
5919,59,0,217,158,-59,60,0,2427,0,1,1
5920,60,0,136,76,-60,60,6,2754,0,1,1
5921,30,0,52,22,-30,30,11,2551,1,0,0
5922,29,0,64,35,-29,28,34,2776,0,1,0
5923,87,262,248,423,175,-175,0,2961,0,1,1
5925,29,0,199,159,-40,29,0,4003,1,0,1
5927,0,0,0,0,0,0,0,1911,1,0,0
5928,45,0,123,96,-27,26,0,1587,0,1,0
5931,30,0,105,76,-29,30,0,2776,1,0,0
5932,60,0,241,181,-60,60,0,7404,1,0,1
5937,293,0,390,97,-293,293,0,2111,0,1,0
5940,58,0,240,182,-58,58,0,6177,0,1,1
5942,0,0,1671,1124,-547,547,0,2925,1,0,1
5943,0,0,0,0,0,0,0,36,1,0,1
5945,62,0,162,100,-62,52,0,3215,0,1,1
5947,30,0,36,7,-29,29,0,2122,0,1,0
5948,30,0,82,48,-34,29,0,2972,1,0,1
5949,60,450,1377,1765,388,-398,0,2164,0,1,1
5950,60,0,246,186,-60,60,0,2263,0,1,1
5951,0,0,0,0,0,0,0,2613,0,1,0
5952,299,0,1273,958,-315,291,0,4953,0,1,1
5954,58,0,150,93,-57,58,2,2764,0,1,1
5956,0,0,0,0,0,0,0,1923,1,0,0
5957,120,0,287,168,-119,120,0,4798,0,1,1
5959,1696,0,4068,2373,-1695,1695,0,5777,1,0,1
5961,91,0,228,137,-91,91,0,4794,0,1,1
5964,59,0,264,206,-58,59,0,3161,1,0,1
5965,0,0,317,166,-151,151,0,4407,0,1,1
5966,43,0,181,138,-43,43,0,3151,0,1,1
5968,135,421,281,579,298,-299,0,3218,0,1,1
5969,59,0,207,149,-58,58,0,2838,0,1,1
5971,0,0,0,0,0,0,0,2023,0,1,1
5973,842,0,3330,2488,-842,833,0,3788,0,1,1
5975,120,0,716,597,-119,119,0,12793,0,1,1
5976,179,300,763,883,120,-136,0,3508,1,0,1
5978,59,0,94,35,-59,59,0,2336,1,0,1
5979,0,0,12,0,-12,12,0,135,0,1,0
5980,283,119,692,528,-164,164,0,3728,0,1,1
5982,38,0,44,6,-38,38,0,2285,0,1,1
5983,0,80,0,0,0,0,0,0,1,0,0
5984,165,0,869,703,-166,165,0,1534,0,1,1
5985,0,0,0,0,0,0,0,1885,0,1,0
5987,59,0,621,562,-59,59,0,3512,0,1,0
5988,58,58,128,128,0,-11,0,1288,1,0,1
5990,0,0,0,0,0,0,29,362,0,1,0
5991,0,0,0,0,0,0,47,1931,1,0,1
5992,30,0,45,15,-30,30,0,2921,0,1,1
5995,59,0,288,230,-58,58,0,3602,0,1,1
5996,0,0,0,0,0,0,0,1869,0,1,0
5997,29,0,42,13,-29,29,0,286,1,0,1
5998,150,0,1816,1666,-150,121,0,8669,1,0,1
6000,0,0,0,0,0,0,0,1943,0,1,0
6001,602,0,2101,1500,-601,601,6,3872,1,0,0
6002,60,0,353,293,-60,60,0,5921,1,0,0
6003,120,0,349,228,-121,99,48,3311,1,0,1
6004,105,0,444,339,-105,105,26,2557,1,0,1
6005,361,0,614,253,-361,361,0,4769,1,0,1
6008,54,0,73,20,-53,54,0,2750,1,0,1
6010,60,0,521,461,-60,56,0,5795,0,1,1
6012,60,0,210,107,-103,104,0,5480,0,1,1
6014,0,0,0,0,0,0,0,6,0,1,1
6015,0,0,0,0,0,0,0,39,1,0,1
6016,59,0,73,15,-58,59,0,2355,0,1,0
6017,60,0,121,62,-59,59,0,6016,0,1,1
6020,0,0,75,19,-56,56,0,2326,1,0,1
6023,87,87,1709,1709,0,0,0,11895,0,1,1
6024,29,0,76,47,-29,29,0,2410,1,0,1
6025,30,0,50,21,-29,30,44,3292,0,1,1
6026,61,0,76,16,-60,59,6,2106,0,1,1
6027,66,0,405,339,-66,66,0,3858,1,0,1
6028,0,0,0,0,0,0,0,160,0,1,0
6029,634,0,3124,2492,-632,632,0,13351,0,1,1
6030,44,163,358,468,110,-123,0,11896,1,0,1
6032,361,0,1181,779,-402,403,0,7665,0,1,1
6033,208,0,1683,1475,-208,190,0,25734,1,0,1
6034,90,488,1168,1567,399,-399,0,8596,1,0,0
6035,147,0,530,384,-146,147,0,4866,0,1,1
6036,123,0,294,171,-123,123,0,2604,0,1,1
6037,116,0,167,51,-116,116,0,3507,1,0,1
